# character	reading	attested
橫	héng	héng
橬	qián	qián|qín
橭	gū	gū
橮	liǔ	liǔ
橯	lào	lào
橰	gāo	gāo
橱	chú	chú
橲	xǐ	xǐ
橳	shèng	shèng
橴	zǐ	zǐ
橵	san	san
橶	jí	jí
橷	dōu	dōu
橸	jīng	jīng
橹	lǔ	lǔ
橺	jian	jian
橻	chu	chu
橼	yuán	yuán
橽	tà	tà
橾	shū	qiāo|shū|sāo
橿	jiāng	jiāng
檀	tán	shàn|tán
檁	lǐn	lǐn
檂	nóng	nóng
檃	yǐn	yǐn
檄	xí	xí
檅	huì	huì
檆	shān	shān
檇	zuì	zuì
檈	xuán	xuán
檉	chēng	chēng
檊	gàn	gàn
檋	jú	jú
檌	zuì	zuì
檍	yì	yì
檎	qín	qín
檏	pǔ	pǔ
檐	yán	dān|yán
檑	léi	lèi|léi
檒	fēng	fēng
檓	huǐ	huǐ
檔	dàng	dàng|dāng
檕	jì	jì
檖	suì	suì
檗	bò	bì|bò
檘	píng	bò|píng
檙	chéng	chéng
檚	chǔ	chǔ
檛	zhuā	zhuā
檜	guì	guì|huì|kuài
檝	jí	jí
檞	jiě	jiě|xiè
檟	jiǎ	jiǎ
檠	qíng	jìng|qíng
檡	zhái	shì|tú|zhái
檢	jiǎn	jiǎn
檣	qiáng	qiáng
檤	dào	dào
檥	yǐ	yǐ
檦	biǎo	biǎo
檧	sōng	sōng
檨	shē	shē
檩	lǐn	lǐn
檪	lì	lì
檫	chá	chá|sà
檬	méng	méng
檭	yín	yín
檮	táo	chóu|dào|táo
檯	tái	tái
檰	mián	mián
檱	qí	qí
檲	tuán	tuán
檳	bīn	bīn|bīng
檴	huò	huà|huò
檵	jì	jì
檶	qiān	qiān
檷	nǐ	mí|nǐ
檸	níng	níng
檹	yī	yī
檺	gǎo	gǎo
檻	kǎn	jiàn|kǎn
檼	yìn	yìn
檽	nòu	nòu|ruǎn|rú
檾	qǐng	qǐng
檿	yǎn	yǎn
櫀	qí	qí
櫁	mì	mì
櫂	zhào	dí|zhào
櫃	guì	guì
櫄	chūn	chūn
櫅	jī	jì|jī
櫆	kuí	kuí
櫇	pó	pó
櫈	dèng	dèng
櫉	chú	chú
櫊	gé	gé
櫋	mián	mián
櫌	yōu	yōu
櫍	zhì	zhì
櫎	huǎng	guàng|guǒ|gǔ|huǎng
櫏	qiān	qiān
櫐	lěi	lěi
櫑	léi	léi|lěi
櫒	sà	sà
櫓	lǔ	lǔ
櫔	lì	lì
櫕	cuán	cuán
櫖	lǜ	chū|lǜ
櫗	miè	miè|mèi
櫘	huì	huì
櫙	ōu	ōu
櫚	lǘ	lǘ
櫛	zhì	zhì
櫜	gāo	gāo
櫝	dú	dú
櫞	yuán	yuán
櫟	lì	luò|lì|yuè
櫠	fèi	fèi
櫡	zhuó	zhuó|zhù
櫢	sǒu	sǒu
櫣	lián	lián
櫤	jiàng	jiàng
櫥	chú	chú
櫦	qìng	qìng
櫧	zhū	zhū
櫨	lú	lú|lǘ
櫩	yán	yán|yǎn
櫪	lì	lì
櫫	zhū	zhū
櫬	chèn	chèn|guàn|qìn
櫭	jié	jié|jì
櫮	è	è
櫯	sū	sū
櫰	huái	guī|huái
櫱	niè	niè
櫲	yù	yù
櫳	lóng	lóng
櫴	lài	lài
櫵	jiao	jiao
櫶	xiǎn	xiǎn
櫷	guī	guī
櫸	jǔ	jǔ
櫹	xiāo	qiū|xiāo|xiū
櫺	líng	líng
櫻	yīng	yīng
櫼	jiān	jiān|shān
櫽	yǐn	yǐn
櫾	yóu	yòu|yóu
櫿	yíng	yíng
欀	xiāng	ràng|xiāng
欁	nóng	nóng
欂	bó	bó
欃	chán	chán|zhàn
欄	lán	liàn|lán
欅	jǔ	jǔ
欆	shuāng	shuāng
欇	shè	shè
欈	wéi	wéi|zuì
欉	cóng	cóng
權	quán	guàn|quán
欋	qú	qú
欌	cáng	cáng
欍	jiù	jiù
欎	yù	yù
欏	luó	luó|luǒ
欐	lì	lì|lǐ
欑	cuán	cuán|zuàn
欒	luán	luán
欓	dǎng	dǎng|tǎng
欔	jué	jué
欕	yán	yán
欖	lǎn	lǎn
欗	lán	lán
欘	zhú	zhú
欙	léi	luǒ|léi
欚	lǐ	lǐ
欛	bà	bà
欜	náng	náng
欝	yù	yù
欞	líng	líng
欟	guang	guang
欠	qiàn	qian|qiàn
次	cì	cì|cí|zī
欢	huān	huan|huān
欣	xīn	xīn
欤	yú	yú
欥	yì	huān|yì|yù
欦	qiān	hān|qián|qiān|xiān
欧	ōu	ōu
欨	xū	xū
欩	chāo	chāo
欪	chù	chù|qù|xì
欫	qì	qì
欬	kài	kài|ài
欭	yì	yì|yīn
欮	jué	jué
欯	xì	kài|xì
欰	xù	xù
欱	hē	hē|xiá
欲	yù	yù
欳	kuì	kuì
欴	láng	láng
欵	kuǎn	kuǎn
欶	shuò	shuò|sòu
欷	xī	xī
欸	ǎi	xiè|èi|éi|ê̄|ê̌|āi|ēi|ěi|ǎi|ế|ề
欹	qī	qī
欺	qī	qī
欻	xū	chuā|hū|xū
欼	chǐ	chuài|chǐ
欽	qīn	qìn|qīn|yín
款	kuǎn	kuǎn|xīn
欿	kǎn	dàn|kǎn|qiàn
歀	kuǎn	kuǎn
歁	kǎn	kè|kǎn|qiǎn
歂	chuǎn	chuán|chuǎn
歃	shà	shà|xiá
歄	guā	guā
歅	yīn	yīn
歆	xīn	xīn
歇	xiē	xiē|yà
歈	yú	yú
歉	qiàn	qiàn
歊	xiāo	xiāo
歋	yè	yè
歌	gē	ge|gē
歍	wū	wū|yāng
歎	tàn	tàn
歏	jìn	jìn|qūn
歐	ōu	ōu|ǒu
歑	hū	hū
歒	tì	tì|xiāo
歓	huān	huān
歔	xū	xū
歕	pēn	pēn
歖	xǐ	xǐ|yǐ
歗	xiào	xiào
歘	chuā	chuā|xū
歙	shè	shè|xié|xī
歚	shàn	shàn
歛	hān	hān|liǎn
歜	chù	chù
歝	yì	yì
歞	è	è
歟	yú	yú
歠	chuò	chuò
歡	huān	huan|huān
止	zhǐ	zhǐ
正	zhèng	zheng|zhèng|zhēng
此	cǐ	cǐ
步	bù	bù
武	wǔ	wǔ
歧	qí	qí
歨	bù	bù
歩	bù	bù
歪	wāi	wāi|wǎi
歫	jù	jù
歬	qián	qián
歭	chí	chí|zhì
歮	sè	sè
歯	chǐ	chǐ
歰	sè	shà|sè
歱	zhǒng	zhǒng
歲	suì	suì|suò
歳	suì	suì
歴	lì	lì
歵	zé	zé
歶	yú	yú
歷	lì	lì
歸	guī	guī|kuì|kuí
歹	dǎi	dāi|dǎi|è
歺	è	è
死	sǐ	sǐ
歼	jiān	jiān
歽	zhé	zhé
歾	mò	mò|wěn
歿	mò	mò
殀	yāo	yāo
殁	mò	mò|wěn
殂	cú	cú
殃	yāng	yāng
殄	tiǎn	tiǎn
殅	shēng	shēng
殆	dài	dài
殇	shāng	shāng
殈	xù	xù
殉	xùn	xùn
殊	shū	shū
残	cán	cán
殌	jué	jué
殍	piǎo	bì|piǎo
殎	qià	qià
殏	qiú	qiú
殐	sù	sù
殑	qíng	jìng|jīng|qíng
殒	yǔn	yǔn
殓	liàn	liàn
殔	yì	yì
殕	fǒu	bó|fǒu|yè
殖	zhí	shi|shì|zhí
殗	yè	yàn|yè|yān
殘	cán	cán
殙	hūn	hūn|mèn
殚	dān	dān
殛	jí	jí
殜	dié	dié
殝	zhēn	zhēn
殞	yǔn	yǔn
殟	wēn	wēn
殠	chòu	chòu
殡	bìn	bìn
殢	tì	tì
殣	jìn	jìn
殤	shāng	shāng
殥	yín	yín
殦	diāo	diāo
殧	jiù	jiù
殨	huì	huì|kuì
殩	cuàn	cuàn
殪	yì	yì
殫	dān	dān
殬	dù	dù
殭	jiāng	jiāng
殮	liàn	liàn
殯	bìn	bìn
殰	dú	dú
殱	jiān	jiān
殲	jiān	jiān
殳	shū	shū
殴	ōu	ōu
段	duàn	duàn
殶	zhù	zhù
殷	yīn	yān|yīn|yǐn
殸	qìng	kēng|qìng|shēng
殹	yì	yì
殺	shā	shài|shì|shā|sà|xiè
殻	qiào	qiào
殼	ké	ké|qiào
殽	xiáo	xiào|xiáo|yáo
殾	xùn	xùn
殿	diàn	diàn
毀	huǐ	huǐ
毁	huǐ	huì|huǐ
毂	gǔ	gū|gǔ
毃	qiāo	qiāo
毄	jī	jī
毅	yì	yì
毆	ōu	kōu|qū|ōu
毇	huǐ	huǐ
毈	duàn	duàn
毉	yī	yī
毊	xiāo	xiāo
毋	wú	móu|wú
毌	guàn	guàn
母	mǔ	mú|mǔ|wú|wǔ
毎	měi	měi
每	měi	měi
毐	ǎi	ǎi
毑	jiě	jiě
毒	dú	dài|dú
毓	yù	yù
比	bǐ	bì|bǐ|pí|pǐ
毕	bì	bì
毖	bì	bì
毗	pí	pí
毘	pí	pí
毙	bì	bì
毚	chán	chán
毛	máo	mao|mào|máo
毜	háo	háo
毝	cǎi	cǎi
毞	pí	pí
毟	liě	liě
毠	jiā	jiā
毡	zhān	zhān
毢	sāi	sāi
毣	mù	mào|mù
毤	tuò	tuò
毥	xún	xùn|xún
毦	ěr	ěr
毧	róng	róng
毨	xiǎn	xiǎn
毩	jú	jú
毪	mú	mú
毫	háo	háo
毬	qiú	qiú
毭	dòu	dòu|nuò
毮	shā	shā
毯	tǎn	tǎn
毰	péi	péi
毱	jú	jú
毲	duō	duō
毳	cuì	cuì|qiāo|xiā
毴	bī	bī
毵	sān	sān
毶	sān	sān
毷	mào	mào
毸	sāi	suī|sāi
毹	shū	shū|yú
毺	shū	shū
毻	tuò	tuò
毼	hé	dā|hé|kě
毽	jiàn	jiàn
毾	tà	tà
毿	sān	sān
氀	lǘ	dōu|lǘ|shū|yú
氁	mú	mú
氂	máo	lí|máo
氃	tóng	tóng
氄	rǒng	róng|rǒng
氅	chǎng	chǎng
氆	pǔ	pǔ
氇	lu	lu
氈	zhān	zhān
氉	sào	sào
氊	zhān	zhān
氋	méng	méng
氌	lǔ	lǔ
氍	qú	qú
氎	dié	dié
氏	shì	jīng|shì|zhī
氐	dī	dī|dǐ|zhī
民	mín	mín
氒	jué	jué
氓	máng	máng|méng
气	qì	qi|qì|qǐ
氕	piē	piē
氖	nǎi	nǎi
気	qì	qì
氘	dāo	dāo
氙	xiān	xiān
氚	chuān	chuān
氛	fēn	fēn
氜	yáng	rì|yáng
氝	nèi	nèi
氞	bin	bin
氟	fú	fú
氠	shēn	shēn
氡	dōng	dōng
氢	qīng	qīng
氣	qì	qi|qì|xì
氤	yīn	yán|yīn
氥	xī	xī
氦	hài	hài
氧	yǎng	yǎng
氨	ān	ān
氩	yà	yà
氪	kè	kè
氫	qīng	qīng
氬	yà	yà
氭	dōng	dōng
氮	dàn	dàn
氯	lǜ	lǜ
氰	qíng	qíng
氱	yǎng	yǎng
氲	yūn	yún|yūn
氳	yūn	yūn
水	shuǐ	shuǐ
氵	shui	shui
氶	zhěng	chéng|zhèng|zhěng
氷	bīng	bīng
永	yǒng	yǒng
氹	dàng	dàng
氺	shuǐ	shuǐ
氻	lè	lè
氼	nì	mèi|nì
氽	tǔn	qiú|tǔn
氾	fán	fàn|fán
氿	jiǔ	guǐ|jiǔ|qiú
汀	tīng	dìng|tìng|tīng
汁	zhī	shí|xié|zhī
求	qiú	qiú
汃	bīn	bīn|pà|pā
汄	zè	zè
汅	miǎn	miǎn
汆	cuān	cuān
汇	huì	huì
汈	diāo	diāo
汉	hàn	hàn
汊	chà	chà
汋	zhuó	què|shuò|yuè|zhuó
汌	chuàn	chuàn
汍	wán	huán|wán
汎	fàn	fàn|fá
汏	dà	dà|tài
汐	xī	xī
汑	tuō	tuō
汒	máng	máng|mǎng
汓	qiú	qiú|yóu
汔	qì	qì
汕	shàn	shuàn|shàn
汖	pìn	chí|pìn
汗	hàn	gān|hàn|hán
汘	qiān	qiān
汙	wū	wā|wū|yú|yū
汚	wū	wū
汛	xùn	xùn
汜	sì	sì
汝	rǔ	rǔ
汞	gǒng	gǒng
江	jiāng	jiāng
池	chí	chè|chí|tuó
污	wū	wū
汢	tu	tu
汣	jiǔ	jiǔ
汤	tāng	shāng|tang|tāng
汥	zhī	jì|zhī
汦	zhǐ	zhǐ
汧	qiān	qiān|yán
汨	mì	mì
汩	gǔ	gǔ|hú|yù
汪	wāng	hóng|wāng|wǎng
汫	jǐng	jǐng
汬	jǐng	jǐng
汭	ruì	ruì|tūn
汮	jūn	jūn
汯	hóng	hóng
汰	tài	tài
汱	quǎn	fú|quǎn
汲	jí	jí|jī
汳	biàn	biàn
汴	biàn	biàn
汵	gàn	cén|gàn|hán
汶	wèn	mén|mín|wèn|wén
汷	zhōng	zhōng
汸	fāng	fāng|pāng
汹	xiōng	xiōng
決	jué	jué|quē|xuè
汻	hǔ	huǎng|hǔ
汼	niú	niú|yóu
汽	qì	gài|qì|yǐ
汾	fén	fén|fēn|pén
汿	xù	xù
沀	xù	xù
沁	qìn	qìn
沂	yí	yí|yín
沃	wò	wò
沄	yún	yún
沅	yuán	yuán
沆	hàng	hàng|háng|kàng
沇	yǎn	wěi|yǎn
沈	shěn	chén|shěn|tán
沉	chén	chén|chēn
沊	dàn	dàn
沋	yóu	yóu
沌	dùn	chún|dùn|tún|zhuàn
沍	hù	hù|hú
沎	huò	huò
沏	qī	qiè|qī
沐	mù	mù
沑	nǜ	niǔ|nǜ
沒	méi	méi|mò
沓	dá	dá|tà
沔	miǎn	miǎn
沕	mì	fū|mì|wù
沖	chōng	chòng|chōng
沗	pāng	pāng|tiān
沘	bǐ	bǐ
沙	shā	shà|shā|suō
沚	zhǐ	zhǐ
沛	pèi	pèi
沜	pàn	pàn
沝	zhuǐ	zhuǐ|zǐ
沞	zā	zā
沟	gōu	gōu
沠	liú	liú
没	méi	me|méi|mò
沢	zé	zé
沣	fēng	fēng
沤	òu	òu|ōu
沥	lì	lì
沦	lún	lún
沧	cāng	cāng
沨	fēng	fēng
沩	wéi	wéi
沪	hù	hù
沫	mò	mo|mò
沬	mèi	huì|mèi
沭	shù	shù
沮	jǔ	jiān|jù|jū|jǔ|zǔ
沯	zá	zá
沰	tuō	duó|tuō
沱	tuó	chí|duò|tuó
沲	tuó	tuó
河	hé	hé
沴	lì	lì|zhěn
沵	mǐ	mǐ
沶	yí	chí|shì|yí
沷	fā	fā
沸	fèi	fèi|fú
油	yóu	yòu|yóu
沺	tián	tián
治	zhì	chí|zhì
沼	zhǎo	zhǎo
沽	gū	gū|gǔ
沾	zhān	chān|diàn|tiān|zhān
沿	yán	yàn|yán|yǎn
泀	sī	sī
況	kuàng	kuàng
泂	jiǒng	jiōng|jiǒng|yíng|yǐng
泃	jū	gōu|jū
泄	xiè	xiè|yì
泅	qiú	qiú|yōu
泆	yì	dié|yì
泇	jiā	jiā
泈	zhōng	zhōng
泉	quán	quán
泊	pō	bó|pò|pō
泋	huì	huì|huǐ
泌	mì	bì|mì
泍	bēn	bèn|bēn
泎	zé	zé
泏	zhú	kū|zhú
泐	lè	lè
泑	yōu	yōu|āo
泒	gū	gū
泓	hóng	hóng
泔	gān	gān|hàn
法	fǎ	fa|fǎ
泖	mǎo	liǔ|mǎo
泗	sì	sì
泘	hū	hū
泙	píng	píng|pēng
泚	cǐ	cǐ|zǐ
泛	fàn	fàn|fá|fěng
泜	zhī	chí|zhì|zhī
泝	sù	sù
泞	nìng	nìng|zhù
泟	chēng	chēng
泠	líng	líng|lǐng
泡	pào	pào|páo|pāo
波	bō	bì|bēi|bō
泣	qì	lì|qì|sè
泤	sì	sì
泥	ní	niè|nì|nìng|ní|nǐ
泦	jú	jú
泧	sà	sà|xuè
注	zhù	zhòu|zhù
泩	shēng	shēng
泪	lèi	lèi
泫	xuàn	juān|xuàn|xuán
泬	jué	jué|xuè
泭	fú	fú
泮	pàn	pàn
泯	mǐn	miàn|mǐn
泰	tài	tài
泱	yāng	yāng
泲	jǐ	jǐ
泳	yǒng	yǒng
泴	guàn	guàn
泵	bèng	bèng|liú|pìn
泶	xué	xué
泷	lóng	lóng|shuāng
泸	lú	lú
泹	dàn	dàn
泺	luò	luò|pō
泻	xiè	xiè
泼	pō	po|pō
泽	zé	zé
泾	jīng	jīng
泿	yín	yín
洀	pán	pán|zhōu
洁	jié	jié|jí
洂	yè	yè
洃	huī	huī
洄	huí	huì|huí
洅	zài	zài
洆	chéng	chéng
洇	yīn	yān|yē|yīn
洈	wéi	wéi
洉	hòu	hòu
洊	jiàn	cún|jiàn
洋	yáng	xiáng|yáng|yǎng
洌	liè	liè
洍	sì	sì
洎	jì	jì
洏	ér	ér
洐	xíng	xíng
洑	fú	fù|fú
洒	sǎ	cuǐ|sěn|sǎ|xiǎn|xùn|xǐ
洓	qì	qì|suǒ|sè|zì
洔	zhǐ	zhǐ
洕	yìn	yìn
洖	wú	wú
洗	xǐ	xiǎn|xǐ
洘	kǎo	kào|kǎo
洙	zhū	zhū
洚	jiàng	hóng|jiàng
洛	luò	luò
洜	luò	luò
洝	àn	yàn|àn|è
洞	dòng	dòng|tóng
洟	tì	tì
洠	móu	móu
洡	lèi	lèi|lěi
洢	yī	yī
洣	mǐ	mǐ
洤	quán	quán
津	jīn	jīn
洦	pò	pò
洧	wěi	wěi
洨	xiáo	xiáo
洩	xiè	xiè|yì
洪	hóng	hóng
洫	xù	xù|yì
洬	sù	shuò|sù
洭	kuāng	kuāng
洮	táo	dào|táo|yáo
洯	qiè	jié|qiè
洰	jù	jù
洱	ěr	ěr
洲	zhōu	zhōu
洳	rù	rù|rú
洴	píng	píng|pēng
洵	xún	xuàn|xún
洶	xiōng	xiōng
洷	zhì	zhì
洸	guāng	guāng|huàng
洹	huán	huán
洺	míng	míng
活	huó	guō|huo|huó
洼	wā	guī|wā
洽	qià	hé|qià
派	pài	bài|mài|pài|pā
洿	wū	hù|wū
浀	qū	qū
流	liú	liú
浂	yì	yì
浃	jiā	jiā
浄	jìng	jìng
浅	qiǎn	jiān|qiǎn
浆	jiāng	jiàng|jiāng
浇	jiāo	jiāo
浈	zhēn	zhēn
浉	shī	shī
浊	zhuó	zhuó
测	cè	cè
浌	fá	fá
浍	huì	huì|kuài
济	jì	jì|jǐ
浏	liú	liú
浐	chǎn	chǎn
浑	hún	hún
浒	hǔ	hǔ|xǔ
浓	nóng	nóng
浔	xún	xún
浕	jìn	jìn
浖	liè	liè
浗	qiú	qiú
浘	wěi	wěi
浙	zhè	zhè
浚	jùn	cún|jùn|xùn
浛	hán	gān|hàn|hán
浜	bāng	bāng|bīn
浝	máng	máng
浞	zhuó	zhuó
浟	yóu	dí|yóu
浠	xī	xī
浡	bó	bó
浢	dòu	dòu
浣	huàn	huàn
浤	hóng	hóng
浥	yì	yà|yì
浦	pǔ	pǔ
浧	yǐng	chéng|yìng|yíng|yǐng|zhèng
浨	lǎn	lǎn
浩	hào	gé|gǎo|hào
浪	làng	làng|láng
浫	hǎn	hǎn
浬	lǐ	hǎi|lǐ
浭	gēng	gēng
浮	fú	fú
浯	wú	wú
浰	liàn	liàn|lì
浱	chún	chún
浲	féng	féng|hóng
浳	yì	yì
浴	yù	yù
浵	tóng	tóng
浶	láo	láo
海	hǎi	hǎi
浸	jìn	jìn|qīn
浹	jiā	jiā|xiá
浺	chōng	chōng
浻	jiǒng	jiōng|jiǒng
浼	měi	měi
浽	suī	něi|suī
浾	chēng	chēng
浿	pèi	pèi
涀	xiàn	jiǎn|xiàn
涁	shèn	shèn
涂	tú	chú|tu|tú|yé
涃	kùn	kùn
涄	pīng	pīng
涅	niè	niè
涆	hàn	hàn
涇	jīng	jīng|qǐng
消	xiāo	xiāo
涉	shè	dié|shè
涊	niǎn	niǎn|rěn
涋	tū	tū
涌	yǒng	chōng|yǒng
涍	xiào	xiào
涎	xián	diàn|xián|yàn
涏	tǐng	tǐng
涐	é	é
涑	sù	shù|sù|sōu
涒	tūn	tūn|yūn
涓	juān	juān|xuàn|yuàn
涔	cén	cén|qián|zàn
涕	tì	tì
涖	lì	lì
涗	shuì	shuì
涘	sì	sì
涙	lèi	lèi
涚	shuì	shuì
涛	tāo	tāo
涜	dú	dú
涝	lào	lào
涞	lái	lái
涟	lián	lián
涠	wéi	wéi
涡	wō	guō|wō
涢	yún	yún
涣	huàn	huàn|huì
涤	dí	dí
涥	hēng	hēng
润	rùn	rùn
涧	jiàn	jiàn
涨	zhǎng	zhàng|zhǎng
涩	sè	sè
涪	fú	fú|póu
涫	guàn	guàn
涬	xìng	xìng
涭	shòu	shòu|tāo
涮	shuàn	shuàn|shuā
涯	yá	yá
涰	chuò	chuò
涱	zhàng	zhàng
液	yè	shì|yè
涳	kōng	kōng|náng
涴	wò	wò|wǎn|yuān
涵	hán	hàn|hán
涶	tuō	tuò|tuō
涷	dōng	dōng
涸	hé	hé
涹	wō	wō
涺	jū	jū
涻	shè	shè
涼	liáng	liàng|liáng
涽	hūn	hùn|hūn
涾	tà	tà
涿	zhuō	zhuó|zhuō
淀	diàn	diàn
淁	qiè	jí|qiè
淂	dé	dé
淃	juàn	juàn
淄	zī	zī
淅	xī	xī
淆	xiáo	xiáo
淇	qí	qí
淈	gǔ	gǔ|hù
淉	guǒ	guàn|guǒ
淊	yān	hàn|hán|yān|yǎn
淋	lín	lìn|lín
淌	tǎng	chàng|chǎng|tǎng
淍	zhōu	diāo|zhōu
淎	pěng	pěng
淏	hào	hào
淐	chāng	chāng
淑	shū	chù|shū
淒	qī	qiàn|qī
淓	fāng	fāng
淔	zhí	zhí
淕	lù	lù
淖	nào	chuò|nào|zhuō|zhào
淗	jú	jú
淘	táo	táo
淙	cóng	cóng|shuàng
淚	lèi	lèi|lì
淛	zhè	zhè
淜	péng	péng|píng
淝	féi	féi
淞	sōng	sōng
淟	tiǎn	tiǎn
淠	pì	pèi|pì
淡	dàn	dàn|tán|yàn
淢	yù	xù|yù
淣	ní	ní
淤	yū	yū
淥	lù	lù
淦	gàn	gàn|hán
淧	mì	mì
淨	jìng	chéng|jìng
淩	líng	líng
淪	lún	guān|lún|lǔn
淫	yín	yàn|yáo|yín
淬	cuì	cuì|zú
淭	qú	qú
淮	huái	huái
淯	yù	yù
淰	niǎn	niǎn|nà|shěn
深	shēn	shēn
淲	biāo	biāo|hū|hǔ
淳	chún	chún|zhūn|zhǔn
淴	hū	hū
淵	yuān	yuān
淶	lái	lái
混	hùn	gǔn|hùn|hún|kūn
淸	qīng	qīng
淹	yān	yān|yǎn
淺	qiǎn	cán|jiàn|jiān|qiǎn|zàn
添	tiān	tiàn|tiān
淼	miǎo	miǎo
淽	zhǐ	zhǐ
淾	yǐn	yǐn
淿	bó	bó
渀	bèn	bèn|bēn
渁	yuān	yuān
渂	wèn	mín|wèn
渃	ruò	ruò|rè
渄	fēi	fēi
清	qīng	qìng|qīng
渆	yuān	yuān
渇	kě	kě
済	jì	jì
渉	shè	shè
渊	yuān	yuān
渋	sè	sè
渌	lù	lù
渍	zì	zì
渎	dú	dú
渏	yī	yī
渐	jiàn	jiàn|jiān
渑	miǎn	miǎn|shéng
渒	pài	pài
渓	xī	xī
渔	yú	yú
渕	yuān	yuān
渖	shěn	shěn
渗	shèn	shèn
渘	róu	róu
渙	huàn	huàn
渚	zhǔ	zhǔ
減	jiǎn	jiǎn
渜	nuǎn	nuán|nuǎn
渝	yú	yú|yū
渞	qiú	qiú|wù
渟	tíng	tíng|tīng
渠	qú	jù|qú
渡	dù	dù
渢	fán	fán|féng
渣	zhā	zhā
渤	bó	bó
渥	wò	wò|wū|òu
渦	wō	guō|wō
渧	dì	dì|dī|tí
渨	wēi	wēi
温	wēn	wēn|yùn
渪	rú	rú
渫	xiè	dié|qiè|xiè|yì|zhá
測	cè	cè
渭	wèi	wèi
渮	hé	hé
港	gǎng	gǎng|hòng
渰	yǎn	yǎn
渱	hóng	gòng|hóng
渲	xuàn	xuàn
渳	mǐ	mǐ
渴	kě	hé|jié|kài|kě
渵	máo	máo
渶	yīng	yīng
渷	yǎn	yǎn
游	yóu	liú|yóu
渹	hōng	hōng|qìng
渺	miǎo	miǎo
渻	shěng	shěng
渼	měi	měi
渽	zāi	zāi
渾	hún	gǔn|hùn|hún
渿	nài	nài
湀	guǐ	guǐ
湁	chì	chì
湂	è	è
湃	pài	bá|pài
湄	méi	méi
湅	liàn	liàn|làn
湆	qì	qì
湇	qì	qì
湈	méi	méi
湉	tián	tián
湊	còu	còu
湋	wéi	wéi
湌	cān	cān
湍	tuān	tuān|zhuān
湎	miǎn	miǎn
湏	huì	huì|mǐn
湐	mò	mò
湑	xū	xù|xū|xǔ
湒	jí	jí
湓	pén	pèn|pén
湔	jiān	jiàn|jiān|qián|zhǎn|zàn
湕	jiǎn	jiǎn
湖	hú	hú
湗	fèng	fèng
湘	xiāng	xiāng
湙	yì	yì
湚	yìn	yìn
湛	zhàn	chén|chěn|dān|jìn|shèn|tán|yín|yǐn|zhàn
湜	shí	shí
湝	jiē	jiē|xié
湞	chēng	chēng|zhēn
湟	huáng	huáng|kuàng
湠	tàn	tàn
湡	yú	yú
湢	bì	bì
湣	mǐn	hūn|miàn|mǐn
湤	shī	shī
湥	tū	tū
湦	shēng	shēng
湧	yǒng	yǒng
湨	jú	jú
湩	dòng	dòng|dǒng|tóng
湪	tuàn	nuǎn|tuàn
湫	jiǎo	jiù|jiāo|jiū|jiǎo|qiū
湬	jiǎo	jiǎo
湭	qiú	qiú
湮	yān	yān|yīn
湯	tāng	shāng|tang|tàng|tāng|yáng
湰	lóng	lóng
湱	huò	huò
湲	yuán	yuán
湳	nǎn	nǎn
湴	bàn	bàn|pán
湵	yǒu	yǒu
湶	quán	quán
湷	zhuāng	hún|zhuāng
湸	liàng	liàng
湹	chán	chán
湺	xián	xián
湻	chún	chún
湼	niè	niè
湽	zī	zī
湾	wān	wān
湿	shī	shī
満	mǎn	mǎn
溁	yíng	yíng
溂	là	là
溃	kuì	huì|kuì
溄	féng	féng
溅	jiàn	jiàn|jiān
溆	xù	xù
溇	lóu	lóu
溈	wéi	wéi
溉	gài	gài|xiè
溊	bō	bō
溋	yíng	yíng
溌	pō	pō
溍	jìn	jìn
溎	yàn	guì|yàn
溏	táng	táng
源	yuán	yuán
溑	suǒ	suǒ
溒	yuán	yuán
溓	lián	lián|liǎn|lín|nián|xiàn|xián
溔	yǎo	yǎo
溕	méng	méng
準	zhǔn	zhuó|zhǔn
溗	chéng	chéng
溘	kè	kài|kè
溙	tài	tài
溚	dá	dá|tǎ
溛	wā	wā
溜	liū	liù|liú|liū
溝	gōu	gōu|gǎng|kòu
溞	sāo	sāo
溟	míng	mì|míng|mǐng
溠	zhà	zhà|zhā
溡	shí	shí
溢	yì	yì
溣	lùn	lùn
溤	mǎ	mǎ
溥	pǔ	bó|bù|fū|pò|pǔ
溦	wēi	méi|wēi
溧	lì	lì
溨	zāi	zāi
溩	wù	wù
溪	xī	qī|xī
溫	wēn	wēn
溬	qiāng	qiāng
溭	zé	zé
溮	shī	shī
溯	sù	shuò|sù
溰	ái	ái
溱	qín	qín|zhēn
溲	sōu	shāo|sōu|sǒu
溳	yún	yún|yǔn
溴	xiù	chòu|xiù
溵	yīn	yīn
溶	róng	róng
溷	hùn	hùn|hún
溸	sù	sù
溹	suǒ	suò|suǒ|sè
溺	nì	niào|nì|ruò
溻	tā	tā
溼	shī	shī
溽	rù	rù|rú
溾	āi	āi
溿	pàn	pàn
滀	chù	chù|xù
滁	chú	chú
滂	pāng	pāng|pēng
滃	wēng	wēng|wěng
滄	cāng	cāng
滅	miè	miè
滆	gé	gé
滇	diān	diān|tián|zhēn
滈	hào	hào|xuè
滉	huàng	huàng
滊	xì	qì|xiē|xì
滋	zī	cí|xuán|zī
滌	dí	dí
滍	zhì	zhì
滎	xíng	xíng|yíng|yīng
滏	fǔ	fǔ
滐	jié	jié
滑	huá	gǔ|hua|huá
