# form	reading	naive	authority	note
翹嘴鷸	qiáo zuǐ yù	qiào zuǐ yù	cc-cedict	(bird species of China) Terek sandpiper (Xenus cinereus)
翻筋斗	fān jīn dǒu	fān jīn dòu	cc-cedict	to tumble/to turn a somersault
翻篇兒	fān piān r	fān piān ér	cc-cedict	to turn a page/(fig.) to turn over a new leaf
翻跟斗	fān gēn dǒu	fān gēn dòu	cc-cedict	to turn a somersault
老伴兒	lǎo bàn r	lǎo bàn ér	cc-cedict	erhua variant of 老伴[lao3 ban4]
老佛爺	lǎo fó yé	lǎo fú yé	cc-cedict	title of respect for the queen mother or the emperor's father/nickname for Empress Dowager Cixi 慈禧太后[Ci2 xi3 tai4 hou4]
老來少	lǎo lái shào	lǎo lái shǎo	cc-cedict	old but young at heart
老地方	lǎo dì fāng	lǎo de fāng	cc-cedict	same place as before/usual place/stomping ground
老客兒	lǎo kè r	lǎo kè ér	cc-cedict	erhua variant of 老客[lao3 ke4]
老少配	lǎo shào pèi	lǎo shǎo pèi	cc-cedict	romantic relationship with a significant age gap
老帽兒	lǎo mào r	lǎo mào ér	cc-cedict	(dialect) country bumpkin/a hick
老著臉	lǎo zhe liǎn	lǎo zhù liǎn	cc-cedict	shamelessly
老處女	lǎo chǔ nǚ	lǎo chù nǚ	cc-cedict	unmarried old woman/spinster
老頭兒	lǎo tóu r	lǎo tóu ér	cc-cedict	see 老頭子|老头子[lao3 tou2 zi5]
考試卷	kǎo shì juàn	kǎo shì juǎn	cc-cedict	exam paper; test paper (CL:張|张[zhang1])
耳括子	ěr guā zi	ěr kuò zǐ	cc-cedict	variant of 耳刮子[er3 gua1 zi5]
耶利哥	yē lì gē	yé lì gē	cc-cedict	Jericho (Biblical city)
耶利米	yē lì mǐ	yé lì mǐ	cc-cedict	Jeremy or Jeremiah (name)
耶和華	yē hé huá	yé hé huá	cc-cedict	Jehovah (biblical name for God, Hebrew: YHWH)/compare Yahweh 雅威[Ya3 wei1] and God 上帝[Shang4 di4]
耶弗他	yē fú tā	yé fú tā	cc-cedict	Jephthah (Hebrew: Yiftach) son of Gilead, Judges 11-foll.
耶洗別	yē xǐ bié	yé xǐ bié	cc-cedict	Jezebel, wife of Ahab and mother of Ahaziah, major character in 1 Kings 16:31, 19:1, 21 and 2 Kings 9, killed by Jehu 耶戶
耶烈萬	yē liè wàn	yé liè wàn	cc-cedict	Yerevan, capital of Armenia/also written 埃里溫|埃里温[Ai1 li3 wen1]
耶穌光	yē sū guāng	yé sū guāng	cc-cedict	crepuscular rays/sunbeams
耶穌教	yē sū jiào	yé sū jiào	cc-cedict	Protestantism
耶穌會	yē sū huì	yé sū huì	cc-cedict	The Jesuits (Society of Jesus)
耶誕節	yē dàn jié	yé dàn jié	cc-cedict	(Tw) Christmas
耶酥會	yē sū huì	yé sū huì	cc-cedict	the Society of Jesus/the Jesuits
聊天兒	liáo tiān r	liáo tiān ér	cc-cedict	erhua variant of 聊天[liao2 tian1]
聖何塞	shèng hé sài	shèng hé sāi	cc-cedict	San Jose
聚居地	jù jū dì	jù jū de	cc-cedict	inhabited land/habitat
聯軸器	lián zhòu qì	lián zhóu qì	cc-cedict	(mechanics) coupler; coupling
聯軸節	lián zhòu jié	lián zhóu jié	cc-cedict	(mechanics) coupling
肖伯納	xiāo bó nà	xiào bó nà	cc-cedict	Bernard Shaw (1856-1950), Irish-born British playwright
育嬰假	yù yīng jià	yù yīng jiǎ	cc-cedict	(Tw) parental leave
肺栓塞	fèi shuān sè	fèi shuān sāi	cc-cedict	pulmonary embolism (medicine)
背包客	bēi bāo kè	bèi bāo kè	cc-cedict	backpacker
背包袱	bēi bāo fú	bèi bāo fú	cc-cedict	to have a weight on one's mind/to take on a mental burden
背地裡	bèi dì li	bèi de lǐ	cc-cedict	behind sb's back; secretly
背帶褲	bēi dài kù	bèi dài kù	cc-cedict	overalls/dungarees
背影兒	bèi yǐng r	bèi yǐng ér	cc-cedict	erhua variant of 背影[bei4 ying3]
背著手	bèi zhe shǒu	bèi zhù shǒu	cc-cedict	with one's hands clasped behind one's back
背黑鍋	bēi hēi guō	bèi hēi guō	cc-cedict	to be made a scapegoat; to be unjustly blamed
胖墩兒	pàng dūn r	pàng dūn ér	cc-cedict	(coll.) short, fat person (esp. a kid)/a roly-poly
胡同兒	hú tòng r	hú tóng ér	cc-cedict	erhua form of 胡同[hu2 tong4]
胡塞爾	hú sài ěr	hú sāi ěr	cc-cedict	Edmund Husserl (1859–1938), German philosopher
胡燕妮	hú yān nī	hú yàn nī	cc-cedict	Jenny Hu (1945-), Hong Kong actress
胡琴兒	hú qín r	hú qín ér	cc-cedict	erhua variant of 胡琴[hu2 qin2]
脖梗兒	bó gěng r	bó gěng ér	cc-cedict	erhua form of 脖梗[bo2 geng3]
脖頸兒	bó gěng r	bó jǐng ér	cc-cedict	erhua form of 脖頸|脖颈[bo2 geng3]
脖頸子	bó gěng zi	bó jǐng zǐ	cc-cedict	see 脖頸|脖颈[bo2 geng3]
腦中風	nǎo zhòng fēng	nǎo zhōng fēng	cc-cedict	cerebral stroke
腦卒中	nǎo cù zhòng	nǎo zú zhōng	cc-cedict	stroke/cerebral hemorrhage
腦梗塞	nǎo gěng sè	nǎo gěng sāi	cc-cedict	cerebral infarction
腦瓜兒	nǎo guā r	nǎo guā ér	cc-cedict	erhua variant of 腦瓜|脑瓜[nao3 gua1]
腦瓢兒	nǎo piáo r	nǎo piáo ér	cc-cedict	top of the head/crown
膀胱炎	páng guāng yán	bǎng guāng yán	cc-cedict	cystitis
膻中穴	dàn zhōng xué	shān zhōng xué	cc-cedict	(TCM) acupuncture point CV-17, located in the middle of the chest
臉盤兒	liǎn pán r	liǎn pán ér	cc-cedict	face/contour of face
臉蛋兒	liǎn dàn r	liǎn dàn ér	cc-cedict	cheek/face (often of child)
臥果兒	wò guǒ r	wò guǒ ér	cc-cedict	a poached egg
臨月兒	lín yuè r	lín yuè ér	cc-cedict	the month childbirth is due
自乾五	zì gān wǔ	zì qián wǔ	cc-cedict	(neologism) person who posts online in support of the Chinese government, but unlike a wumao 五毛[wu3 mao2], is not paid f
自個兒	zì gě r	zì gè ér	cc-cedict	(dialect) oneself; by oneself
自各兒	zì gě r	zì gè ér	cc-cedict	variant of 自個兒|自个儿[zi4 ge3 r5]
自留地	zì liú dì	zì liú de	cc-cedict	private plot allocated to an individual on a collective farm
自轉軸	zì zhuàn zhóu	zì zhuǎn zhóu	cc-cedict	axis of rotation
自適應	zì shì yìng	zì shì yīng	cc-cedict	adaptive
臭子兒	chòu zǐ r	chòu zǐ ér	cc-cedict	dead bullet (one that does not fire)/a bad move (in a game of chess)
興中會	xīng zhōng huì	xìng zhōng huì	cc-cedict	Revive China Society, founded by Dr Sun Yat-sen 孫中山|孙中山 in 1894 in Honolulu
興仁市	xīng rén shì	xìng rén shì	cc-cedict	Xingren, a county-level city in Qianxinan Buyei and Miao Autonomous Prefecture 黔西南布依族苗族自治州[Qian2 xi1 nan2 Bu4 yi1 zu2 Mi
興化市	xīng huà shì	xìng huà shì	cc-cedict	Xinghua, a county-level city in Taizhou City 泰州市[Tai4 zhou1 Shi4], Jiangsu
興和縣	xīng hé xiàn	xìng hé xiàn	cc-cedict	Xinghe, a county in Ulanqab City 烏蘭察布市|乌兰察布市[Wu1 lan2 cha2 bu4 Shi4], Inner Mongolia
興國縣	xīng guó xiàn	xìng guó xiàn	cc-cedict	Xingguo, a county in Ganzhou City 贛州市|赣州市[Gan4 zhou1 Shi4], Jiangxi
興城市	xīng chéng shì	xìng chéng shì	cc-cedict	Xingcheng, a county-level city in Huludao City 葫蘆島市|葫芦岛市[Hu2 lu2 dao3 Shi4], Liaoning
興奮劑	xīng fèn jì	xìng fèn jì	cc-cedict	stimulant/doping (in athletics)
興安區	xīng ān qū	xìng ān qū	cc-cedict	Xing'an, a district of Hegang City 鶴崗市|鹤岗市[He4 gang3 Shi4], Heilongjiang
興安盟	xīng ān méng	xìng ān méng	cc-cedict	Hinggan, league in Inner Mongolia Autonomous Region 內蒙古自治區|内蒙古自治区[Nei4 meng3 gu3 Zi4 zhi4 qu1]
興安縣	xīng ān xiàn	xìng ān xiàn	cc-cedict	Xing'an, a county in Guilin City 桂林市[Gui4 lin2 Shi4], Guangxi
興寧區	xīng níng qū	xìng níng qū	cc-cedict	Xingning, a district of Nanning City 南寧市|南宁市[Nan2 ning2 Shi4], Guangxi
興寧市	xīng níng shì	xìng níng shì	cc-cedict	Xingning, a county-level city in Meizhou City 梅州市[Mei2 zhou1 Shi4], Guangdong
興山區	xīng shān qū	xìng shān qū	cc-cedict	Xingshan, a district of Hegang City 鶴崗市|鹤岗市[He4 gang3 Shi4], Heilongjiang
興山縣	xīng shān xiàn	xìng shān xiàn	cc-cedict	Xingshan, a county in Yichang City 宜昌市[Yi2 chang1 Shi4], Hubei
興平市	xīng píng shì	xìng píng shì	cc-cedict	Xingping, a county-level city in Xianyang City 咸陽市|咸阳市[Xian2 yang2 Shi4], Shaanxi
興慶區	xīng qìng qū	xìng qìng qū	cc-cedict	Xingqing, a district of Yinchuan City 銀川市|银川市[Yin2 chuan1 Shi4], Ningxia
興文縣	xīng wén xiàn	xìng wén xiàn	cc-cedict	Xingwen, a county in Yibin City 宜賓市|宜宾市[Yi2 bin1 Shi4], Sichuan
興業縣	xīng yè xiàn	xìng yè xiàn	cc-cedict	Xingye, a county in Yulin City 玉林市[Yu4 lin2 Shi4], Guangxi
興海縣	xīng hǎi xiàn	xìng hǎi xiàn	cc-cedict	Xinghai, a county in Hainan Tibetan Autonomous Prefecture 海南藏族自治州[Hai3 nan2 Zang4 zu2 Zi4 zhi4 zhou1], Qinghai
興義市	xīng yì shì	xìng yì shì	cc-cedict	Xingyi, a county-level city in Qianxinan Buyei and Miao Autonomous Prefecture 黔西南布依族苗族自治州[Qian2 xi1 nan2 Bu4 yi1 zu2 Mia
興賓區	xīng bīn qū	xìng bīn qū	cc-cedict	Xingbin, a district of Laibin City 來賓市|来宾市[Lai2 bin1 Shi4], Guangxi
興隆縣	xīng lóng xiàn	xìng lóng xiàn	cc-cedict	Xinglong, a county in Chengde City 承德市[Cheng2 de2 Shi4], Hebei
興隆臺	xīng lóng tái	xìng lóng tái	cc-cedict	see 興隆臺區|兴隆台区[Xing1 long2 tai2 Qu1]
舍利塔	shè lì tǎ	shě lì tǎ	cc-cedict-buddhist	(Buddhism) stupa, mound-shaped monument containing Buddhist relics such as śarīra 舍利[she4 li4]
舍利子	shè lì zi	shě lì zǐ	cc-cedict	see 舍利[she4 li4]
舟曲縣	zhōu qǔ xiàn	zhōu qū xiàn	cc-cedict	Zhouqu, a county in Gannan Tibetan Autonomous Prefecture 甘南藏族自治州[Gan1 nan2 Zang4 zu2 Zi4 zhi4 zhou1], Gansu
色相環	sè xiàng huán	sè xiāng huán	cc-cedict	color wheel
芫花素	yuán huā sù	yán huā sù	cc-cedict	genkwanin
花崗岩	huā gāng yán	huā gǎng yán	cc-cedict	granite
花崗石	huā gāng shí	huā gǎng shí	cc-cedict	granite
花旗參	huā qí shēn	huā qí cān	cc-cedict	American ginseng
花朝節	huā zhāo jié	huā cháo jié	cc-cedict	Birthday of the Flowers, spring festival on lunar 12th or 15th February
花邊兒	huā biān r	huā biān ér	cc-cedict	erhua variant of 花邊|花边[hua1 bian1]
花都區	huā dū qū	huā dōu qū	cc-cedict	Huadu, a district of Guangzhou City 廣州市|广州市[Guang3 zhou1 Shi4], Guangdong
花骨朵	huā gū duo	huā gǔ duǒ	cc-cedict	(coll.) flower bud
苦差事	kǔ chāi shi	kǔ chà shì	cc-cedict	see 苦差[ku3 chai1]
苦活兒	kǔ huó r	kǔ huó ér	cc-cedict	erhua variant of 苦活[ku3 huo2]
茄子河	qié zi hé	jiā zǐ hé	cc-cedict	see 茄子河區|茄子河区[Qie2 zi5 he2 Qu1]
茄紅素	qié hóng sù	jiā hóng sù	cc-cedict	Lycopene
茲沃勒	zī wò lè	zī wò lēi	cc-cedict	Zwolle (Netherlands)
茶藨子	chá pāo zi	chá biāo zǐ	cc-cedict	currant; gooseberry
茶館兒	chá guǎn r	chá guǎn ér	cc-cedict	erhua form of 茶館|茶馆[cha2 guan3]
草地鷚	cǎo dì liù	cǎo de liù	cc-cedict	(bird species of China) meadow pipit (Anthus pratensis)
莊稼地	zhuāng jia dì	zhuāng jià de	cc-cedict	crop land/arable land
莘庄鎮	xīn zhuāng zhèn	shēn zhuāng zhèn	cc-cedict	Xinzhuang, town in Minhang District 閔行區|闵行区[Min3 hang2 Qu1], Shanghai
莫泊桑	mò bó sāng	mò pō sāng	cc-cedict	Guy de Maupassant (1850-1893), French novelist and short story writer
華國鋒	huà guó fēng	huá guó fēng	cc-cedict	Hua Guofeng (1921-2008), CCP Chairman 1976-1981
華羅庚	huà luó gēng	huá luó gēng	cc-cedict	Hua Luogeng (1910-1985), Chinese number theorist
華興會	huá xīng huì	huá xìng huì	cc-cedict	anti-Qing revolutionary party set up in Changsha by 黃興|黄兴[Huang2 Xing1] in 1904, a precursor of Sun Yat-sen's Alliance f
華達呢	huá dá ní	huá dá ne	cc-cedict	(loanword) gabardine
華龍區	huà lóng qū	huá lóng qū	cc-cedict	Hualong, a district of Puyang City 濮陽市|濮阳市[Pu2 yang2 Shi4], Henan
萊佛士	lái fó shì	lái fú shì	cc-cedict	surname Raffles/Stamford Raffles (1781–1826), British statesman and founder of the city of Singapore
落地扇	luò dì shàn	luò de shàn	cc-cedict	pedestal fan; stand fan
落地燈	luò dì dēng	luò de dēng	cc-cedict	floor lamp
落地窗	luò dì chuāng	luò de chuāng	cc-cedict	floor-to-ceiling window/French window
落地簽	luò dì qiān	luò de qiān	cc-cedict	landing visa; visa on arrival
落地鼓	luò dì gǔ	luò de gǔ	cc-cedict	floor tom (drum kit component)
落埋怨	lào mán yuàn	luò mái yuàn	cc-cedict	to get blamed
著勁兒	zhuó jìn r	zhù jìn ér	cc-cedict	to put effort into sth/to try really hard
著火點	zháo huǒ diǎn	zhù huǒ diǎn	cc-cedict	ignition point (temperature)/combustion point
著眼點	zhuó yǎn diǎn	zhù yǎn diǎn	cc-cedict	place of interest/a place one has one's eye on
著色書	zhuó sè shū	zhù sè shū	cc-cedict	a coloring book
著道兒	zháo dào r	zhù dào ér	cc-cedict	to be fooled/to be taken in (by a ruse)
著邊兒	zháo biān r	zhù biān ér	cc-cedict	erhua variant of 著邊|着边[zhao2 bian1]
著重號	zhuó zhòng hào	zhù zhòng hào	cc-cedict	Chinese underdot (punct. used for emphasis, sim. to Western italics)
著陸場	zhuó lù chǎng	zhù lù chǎng	cc-cedict	landing site
著陸點	zhuó lù diǎn	zhù lù diǎn	cc-cedict	landing site
葛優躺	gě yōu tǎng	gé yōu tǎng	cc-cedict	see 北京癱|北京瘫[Bei3 jing1 tan1]
葛法翁	gě fǎ wēng	gé fǎ wēng	cc-cedict	Capernaum (biblical town on the Sea of Galilee)
葛縷子	gě lǚ zi	gé lǚ zǐ	cc-cedict	caraway/Persian cumin (Carum carvi)
葛邏祿	gě luó lù	gé luó lù	cc-cedict	Qarluq or Karluk nomadic tribe, a Turkic ethnic minority in ancient times
蒙兀國	měng wù guó	méng wù guó	cc-cedict	Khamag Mongol, a 12th century Mongolic tribal confederation
蒙古人	měng gǔ rén	méng gǔ rén	cc-cedict	Mongol
蒙古包	měng gǔ bāo	méng gǔ bāo	cc-cedict	yurt
蒙古國	měng gǔ guó	méng gǔ guó	cc-cedict	Mongolia
蒙古族	měng gǔ zú	méng gǔ zú	cc-cedict	Mongol ethnic group
蒙古語	měng gǔ yǔ	méng gǔ yǔ	cc-cedict	Mongolian (language)
蒙古里	měng gǔ lǐ	méng gǔ lǐ	cc-cedict	(archaic) Mongol
蒙嘉慧	měng jiā huì	méng jiā huì	cc-cedict	Yoyo Mung (1975-), Hong Kong actress
蒲隆地	pú lóng dì	pú lóng de	cc-cedict	Burundi (Tw)
蒸餾器	zhēng liú qì	zhēng liù qì	cc-cedict	still (i.e. distilling apparatus)
蒸餾水	zhēng liú shuǐ	zhēng liù shuǐ	cc-cedict	distilled water
蒸餾酒	zhēng liú jiǔ	zhēng liù jiǔ	cc-cedict	distilled liquor/spirits
蓋帽兒	gài mào r	gài mào ér	cc-cedict	to block a shot (basketball)/(dialect) excellent/fantastic
蓮花落	lián huā lào	lián huā luò	cc-cedict	genre of folk song with accompaniment of bamboo clappers
蓮都區	lián dū qū	lián dōu qū	cc-cedict	Liandu, a district of Lishui City 麗水市|丽水市[Li2 shui3 Shi4], Zhejiang
蔡李佛	cài lǐ fó	cài lǐ fú	cc-cedict	Choy Li Fut (Chinese martial art)
蔫兒壞	niān r huài	niān ér huài	cc-cedict	apt to do sth nasty or devious in secret
蕁麻疹	xún má zhěn	qián má zhěn	cc-cedict	urticaria; nettle rash; hives
蕭萬長	xiāo wàn cháng	xiāo wàn zhǎng	cc-cedict	Vincent C. Siew (1939-), Taiwanese diplomat and Kuomintang politician, prime minister 1997-2000, vice president 2008-201
薄一波	bó yī bō	báo yī bō	cc-cedict	Bo Yibo (1908-2007), ranking PRC politician, served on State Council from 1950s to 1980s as colleague of Deng Xiaoping
薄伽丘	bó jiā qiū	báo jiā qiū	cc-cedict	Giovanni Boccaccio (1313-1375), Italian writer, poet, and humanist, author of Decameron 十日談|十日谈[Shi2 ri4 Tan2]
薄油層	bó yóu céng	báo yóu céng	cc-cedict	oil sheet
薄烤餅	bó kǎo bǐng	báo kǎo bǐng	cc-cedict	pancake
薄熙來	bó xī lái	báo xī lái	cc-cedict	Bo Xilai (1949-), PRC politician, appointed to the Politburo in 2007, sentenced in 2013 to life imprisonment for corrupt
薄瑞光	bó ruì guāng	báo ruì guāng	cc-cedict	Raymond Burghard (1945-), US diplomat and ambassador to Vietnam 2001-2004, chairman of American Institute in Taiwan from
藏族人	zàng zú rén	cáng zú rén	cc-cedict	Tibetan (person)
藏紅花	zàng hóng huā	cáng hóng huā	cc-cedict	saffron (Crocus sativus)
藏羚羊	zàng líng yáng	cáng líng yáng	cc-cedict	Tibetan antelope or Chiru (Pantholops hodgsonii)
藏貓兒	cáng māo r	cáng māo ér	cc-cedict	hide and seek
藏雪雀	zàng xuě què	cáng xuě què	cc-cedict	(bird species of China) Tibetan snowfinch (Montifringilla henrici)
藏雪雞	zàng xuě jī	cáng xuě jī	cc-cedict	(bird species of China) Tibetan snowcock (Tetraogallus tibetanus)
藏青果	zàng qīng guǒ	cáng qīng guǒ	cc-cedict	chebulic myrobalan (Terminalia chebula)
藏青色	zàng qīng sè	cáng qīng sè	cc-cedict	navy blue
藏馬雞	zàng mǎ jī	cáng mǎ jī	cc-cedict	(bird species of China) Tibetan eared pheasant (Crossoptilon harmani)
藏黃雀	zàng huáng què	cáng huáng què	cc-cedict	(bird species of China) Tibetan serin (Spinus thibetanus)
藥師佛	yào shī fó	yào shī fú	cc-cedict-buddhist	Medicine Buddha (Sanskrit: Bhaisajyaguru)
藥方兒	yào fāng r	yào fāng ér	cc-cedict	erhua variant of 藥方|药方[yao4 fang1]
藥水兒	yào shuǐ r	yào shuǐ ér	cc-cedict	erhua variant of 藥水|药水[yao4 shui3]
蘇打水	sū dá shuǐ	sū dǎ shuǐ	cc-cedict	soda water; carbonated water
蘇打粉	sū dá fěn	sū dǎ fěn	cc-cedict	baking soda
虎不拉	hù bu lǎ	hǔ bù lā	cc-cedict	(dialect) shrike/Taiwan pr. [hu3 bu5 la1]
虎爪派	hǔ zhuǎ pài	hǔ zhǎo pài	cc-cedict	Fu Jow Pai (Tiger Claw Style), a southern Chinese martial art emphasizing tiger-claw techniques
處女作	chǔ nǚ zuò	chù nǚ zuò	cc-cedict	first publication; maiden work
處女座	chǔ nǚ zuò	chù nǚ zuò	cc-cedict	Virgo (constellation and sign of the zodiac)/popular variant of 室女座[Shi4 nu:3 zuo4]
處女膜	chǔ nǚ mó	chù nǚ mó	cc-cedict	hymen
處女航	chǔ nǚ háng	chù nǚ háng	cc-cedict	maiden voyage
處子秀	chǔ zǐ xiù	chù zǐ xiù	cc-cedict	debut (by a male performer or sports player)
處方藥	chǔ fāng yào	chù fāng yào	cc-cedict	prescription drug
處理器	chǔ lǐ qì	chù lǐ qì	cc-cedict	processor
處理者	chǔ lǐ zhě	chù lǐ zhě	cc-cedict	handler (computing)
虞應龍	yú yìng lóng	yú yīng lóng	cc-cedict	Yu Yinglong, Yuan dynasty scholar, collaborated on the geographical encyclopedia Dayuan Dayi Tongzhi 大元大一統誌|大元大一统志
蚌埠市	bèng bù shì	bàng bù shì	cc-cedict	Bengbu, prefecture-level city in Anhui Province 安徽省[An1 hui1 Sheng3]
蚌山區	bèng shān qū	bàng shān qū	cc-cedict	Bengshan, a district of Bengbu City 蚌埠市[Beng4 bu4 Shi4], Anhui
蛋卷兒	dàn juǎn r	dàn juǎn ér	cc-cedict	erhua variant of 蛋卷[dan4 juan3]
蜚蠊科	fěi lián kē	fēi lián kē	cc-cedict	Blattidae, family of about 550 species of cockroach
蝲蝲蛄	là là gǔ	là là gū	cc-cedict	mole cricket
螺絲鑽	luó sī zuàn	luó sī zuān	cc-cedict	auger/gimlet/screwdriver (cocktail)
血中毒	xuè zhòng dú	xuè zhōng dú	cc-cedict	blood poisoning
血淋淋	xiě lín lín	xuè lín lín	cc-cedict	bloody; blood-soaked; gory; grisly/cruel; brutal; harsh; grim; bitter
行列式	háng liè shì	xíng liè shì	cc-cedict	determinant (math.)
衝擊鑽	chōng jī zuàn	chōng jī zuān	cc-cedict	impact drill/hammer drill
衣鉤兒	yī gōu r	yī gōu ér	cc-cedict	erhua variant of 衣鉤|衣钩[yi1 gou1]
袖筒兒	xiù tǒng r	xiù tǒng ér	cc-cedict	erhua variant of 袖筒[xiu4 tong3]
被窩兒	bèi wō r	bèi wō ér	cc-cedict	erhua variant of 被窩|被窝[bei4 wo1]
裁縫師	cái féng shī	cái fèng shī	cc-cedict	tailor
裁縫店	cái féng diàn	cái fèng diàn	cc-cedict	tailor's shop
補給品	bǔ jǐ pǐn	bǔ gěi pǐn	cc-cedict	supplies
補給站	bǔ jǐ zhàn	bǔ gěi zhàn	cc-cedict	depot/supply station/supply point/staging post
補給船	bǔ jǐ chuán	bǔ gěi chuán	cc-cedict	supply ship
補給艦	bǔ jǐ jiàn	bǔ gěi jiàn	cc-cedict	supply ship
補給車	bǔ jǐ chē	bǔ gěi chē	cc-cedict	(military) supply vehicle/(sports) support vehicle during cycling events, marathons etc
裡邊兒	lǐ bian r	lǐ biān ér	cc-cedict	erhua variant of 裡邊|里边[li3 bian5]
裸地化	luǒ dì huà	luǒ de huà	cc-cedict	denudation
褪套兒	tùn tào r	tuì tào ér	cc-cedict	(coll.) to break loose/to shake off responsibility
襄都區	xiāng dū qū	xiāng dōu qū	cc-cedict	Xiangdu, a district of Xingtai City 邢臺市|邢台市[Xing2 tai2 Shi4], Hebei
西塞山	xī sài shān	xī sāi shān	cc-cedict	see 西塞山區|西塞山区[Xi1 sai4 shan1 Qu1]
西塞羅	xī sài luó	xī sāi luó	cc-cedict	Marcus Tullius Cicero (106–43 BC), Roman statesman, orator and philosopher
西洋參	xī yáng shēn	xī yáng cān	cc-cedict	American ginseng (Panax quinquefolius)
西爪哇	xī zhǎo wā	xī zhǎo wa	cc-cedict	West Java, province of Indonesia
